tag,p_tag,sex,partner_type,age,p_age,pers,p_pers,pair_id,cycle,cycle_p_tag,cycle_pair,new_part,NumDays,breed_stage,no_hours,part_prev_bout
22566,23696,Female,Partner,19,32,0.6247418,0.7035849,22566_23696,F,F_23696,F_22566_23696,0,104,brood,140,66.33336
22566,23696,Female,Partner,19,32,0.6247418,0.7035849,22566_23696,F,F_23696,F_22566_23696,0,99,brood,48.33333333,71.33328
22566,23696,Female,Partner,19,32,0.6247418,0.7035849,22566_23696,F,F_23696,F_22566_23696,0,92,brood,96.33333333,96.83328
22566,23696,Female,Partner,19,32,0.6247418,0.7035849,22566_23696,F,F_23696,F_22566_23696,0,112,brood,98.83333333,52.16664
23696,22566,Male,Logger,32,19,0.7035849,0.6247418,23696_22566,F,F_22566,F_23696_22566,0,101,brood,66.33333333,48.33333333
23696,22566,Male,Logger,32,19,0.7035849,0.6247418,23696_22566,F,F_22566,F_23696_22566,0,96,brood,71.33333333,96.33333333
23696,22566,Male,Logger,32,19,0.7035849,0.6247418,23696_22566,F,F_22566,F_23696_22566,0,88,brood,96.83333333,145
23696,22566,Male,Logger,32,19,0.7035849,0.6247418,23696_22566,F,F_22566,F_23696_22566,0,110,brood,52.16666667,140
25451,11404,Female,Partner,23,24,3.649773,1.947857,25451_11404,F,F_11404,F_25451_11404,0,105,brood,45.5,42.83328
25451,11404,Female,Partner,23,24,3.649773,1.947857,25451_11404,F,F_11404,F_25451_11404,0,110,brood,145,70.6668
25451,11404,Female,Partner,23,24,3.649773,1.947857,25451_11404,F,F_11404,F_25451_11404,0,99,brood,100.6666667,89.33328
25451,11404,Female,Partner,23,24,3.649773,1.947857,25451_11404,F,F_11404,F_25451_11404,0,92,brood,78.33333333,42.33336
25903,21508,Male,Partner,15,37,0.9700464,0.8533622,25903_21508,F,F_21508,F_25903_21508,0,107,brood,70.83333333,21.33336
25903,21508,Male,Partner,15,37,0.9700464,0.8533622,25903_21508,F,F_21508,F_25903_21508,0,104,brood,48.16666667,73.66656
25903,21508,Male,Partner,15,37,0.9700464,0.8533622,25903_21508,F,F_21508,F_25903_21508,0,113,brood,56.33333333,70.6668
25903,21508,Male,Partner,15,37,0.9700464,0.8533622,25903_21508,F,F_21508,F_25903_21508,0,99,brood,46,78.33336
27664,21599,Male,Partner,28,30,2.253362,2.148402,27664_21599,F,F_21599,F_27664_21599,0,103,brood,149.6666667,15.16656
27664,21599,Male,Partner,28,30,2.253362,2.148402,27664_21599,F,F_21599,F_27664_21599,0,100,brood,72.66666667,187.00008
27664,21599,Male,Partner,28,30,2.253362,2.148402,27664_21599,F,F_21599,F_27664_21599,0,112,brood,88.5,51
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,107,brood,51.33333333,67.16666667
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,96,brood,48.5,99.33333333
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,102,brood,46.33333333,96.33333333
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,113,brood,28.5,95.5
9949,20586,Female,Logger,24,15,2.055522,0.9175876,9949_20586,F,F_20586,F_9949_20586,0,111,brood,81.33333333,51.66666667
9949,20586,Female,Logger,24,15,2.055522,0.9175876,9949_20586,F,F_20586,F_9949_20586,0,98,brood,95.16666667,97.16666667
9949,20586,Female,Logger,24,15,2.055522,0.9175876,9949_20586,F,F_20586,F_9949_20586,0,106,brood,73.83333333,90
